spelling,IPA,pronunciation
mulder,mʌldɚr,m^ld3r
mule,mjul,mjul
multicolored,mʌltikʌlɚrd,m^ltik^l3rd
multiply,mʊltəplaɪ,mUltepl5
mum,mʌm,m^m
mumble,mʌmbəl,m^mbel
mummy,mʌmi,m^mi
munch,mʌntʃ,m^nC
munchkin,mʌntʃkɪn,m^nCk1n
murder,mɚrdɚr,m3rd3r
murdered,mɚrdɚrd,m3rd3rd
murderer,mɚrdɚrɚr,m3rd3r3r
murderers,mɚrdɚrɚrz,m3rd3r3rz
murdering,mɚrdɚrɪŋ,m3rd3r1N
murders,mɚrdɚrz,m3rd3rz
murphy,mɚrfi,m3rfi
muscle,mʌsəl,m^sel
muse,mjuz,mjuz
museum,mjuziəm,mjuziem
mush,mʊʃ,mUS
mush,mʌʃ,m^S
mushroom,mʌʃrum,m^Srum
mushy,mʌʃi,m^Si
music,mjuzɪk,mjuz1k
musical,mjuzɪkəl,mjuz1kel
musician,mjuzɪʃən,mjuz1Sen
musketeer,mʌskətir,m^sketir
muss,mʌs,m^s
must,mʌst,m^st
mustache,mʌstæʃ,m^st@S
mustard,mʌstɚrd,m^st3rd
mute,mjut,mjut
mutt,mʌt,m^t
muzzle,mʌzəl,m^zel
my,maɪ,m5
myrrh,mɚr,m3r
myself,maɪsɛlf,m5sElf
mysterious,mɪstɪriəs,m1st1ries
mystery,mɪstɚri,m1st3ri
myth,mɪθ,m1T
mythical,mɪθəkəl,m1Tekel
mythical,mɪθɪkəl,m1T1kel
nab,næb,n@b
nacho,nɑtʃoʊ,naCo
nacho,nætʃoʊ,n@Co
nah,nɑ,na
nail,neɪl,n8l
nailfile,neɪlfaɪl,n8lf5l
naive,naɪiv,n5iv
naked,neɪkəd,n8ked
nakedness,neɪkədnəs,n8kednes
name,neɪm,n8m
named,neɪmd,n8md
namely,neɪmli,n8mli
names,neɪmz,n8mz
nana,nænə,n@ne
nancy,nænsi,n@nsi
nanny,næni,n@ni
nap,næp,n@p
nape,neɪp,n8p
napkin,neɪpkɪn,n8pk1n
napoleon,nəpoʊliən,nepolien
narcotics,nɑrkɑtɪks,narkat1ks
narrator,nɛreɪtɚr,nEr8t3r
narrow,næroʊ,n@ro
narrow,nɛroʊ,nEro
nasal,neɪzəl,n8zel
nash,næʃ,n@S
nastiness,næstinəs,n@stines
nasty,næsti,n@sti
nation,neɪʃən,n8Sen
national,næʃənəl,n@Senel
native,neɪtɪv,n8t1v
natural,nætʃɚrəl,n@C3rel
naturally,nætʃɚrəli,n@C3reli
nature,neɪtʃɚr,n8C3r
naught,nɔt,nct
naughty,nɔti,ncti
naval,neɪvəl,n8vel
navy,neɪvi,n8vi
naw,nɔ,nc
nay,neɪ,n8
nazi,nɑtsi,natsi
nazis,nɑtsiz,natsiz
near,nɪr,n1r
nearby,nɪrbaɪ,n1rb5
nearly,nɪrli,n1rli
nearness,nɪrnəs,n1rnes
neat,nit,nit
neatness,nitnəs,nitnes
necessary,nɛsəsɛri,nEsesEri
neck,nɛk,nEk
necklace,nɛkləs,nEkles
necktie,nɛktaɪ,nEkt5
nectar,nɛktɚr,nEkt3r
need,nid,nid
needed,nidɪd,nid1d
needed,nidəd,nided
needle,nidəl,nidel
needles,nidəlz,nidelz
needs,nidz,nidz
needy,nidi,nidi
negative,nɛgətɪv,nEget1v
negro,nigroʊ,nigro
neigh,neɪ,n8
neighbor,neɪbɚr,n8b3r
neighborhood,neɪbɚrhʊd,n8b3rhUd
neighbors,neɪbɚrz,n8b3rz
neither,naɪðɚr,n5D3r
neither,niðɚr,niD3r
nemo,nimoʊ,nimo
neon,niɑn,nian
nephew,nɛfju,nEfju
nerd,nɚrd,n3rd
nerve,nɚrv,n3rv
nervous,nɚrvəs,n3rves
nervousness,nɚrvəsnəs,n3rvesnes
nest,nɛst,nEst
net,nɛt,nEt
network,nɛtwɚrk,nEtw3rk
neutral,nutrəl,nutrel
never,nɛvɚr,nEv3r
nevertheless,nɛvɚrðəlɛs,nEv3rDelEs
new,nu,nu
newborn,nubɔrn,nubcrn
newness,nunəs,nunes
newport,nupɔrt,nupcrt
news,nuz,nuz
newscast,nuzkæst,nuzk@st
newsman,nusmæn,nusm@n
newsman,nusmən,nusmen
newspaper,nuzpeɪpɚr,nuzp8p3r
newt,nut,nut
next,nɛkst,nEkst
nibble,nɪbəl,n1bel
nice,naɪs,n5s
niceness,naɪsnəs,n5snes
nicest,naɪsɪst,n5s1st
niche,nitʃ,niC
nick,nɪk,n1k
nickel,nɪkəl,n1kel
nickname,nɪkneɪm,n1kn8m
nicks,nɪks,n1ks
niece,nis,nis
nigh,naɪ,n5
night,naɪt,n5t
nightclub,naɪtklʌb,n5tkl^b
nightmare,naɪtmɛr,n5tmEr
nights,naɪts,n5ts
nightshirt,naɪtʃɚrt,n5tS3rt
nightstand,naɪtstænd,n5tst@nd
nighttime,naɪttaɪm,n5tt5m
nightwear,naɪtwɛr,n5twEr
nil,nɪl,n1l
nincompoop,nɪŋkəmpup,n1Nkempup
nine,naɪn,n5n
ninety,naɪnti,n5nti
ninth,naɪnθ,n5nT
nip,nɪp,n1p
nix,nɪks,n1ks
no,noʊ,no
nob,nɑb,nab
noble,noʊbəl,nobel
nobody,noʊbədi,nobedi
nod,nɑd,nad
node,noʊd,nod
noel,noʊɛl,noEl
noggin,nɑgɪn,nag1n
noir,nwɑr,nwar
noise,nɔɪz,n2z
noisy,nɔɪzi,n2zi
nominal,nɑmənəl,namenel
nominate,nɑməneɪt,namen8t
non,nɑn,nan
nonce,nɑns,nans
none,nʌn,n^n
nonsense,nɑnsɛns,nansEns
noodle,nudəl,nudel
noodles,nudəlz,nudelz
nook,nʊk,nUk
noon,nun,nun
noontime,nuntaɪm,nunt5m
noose,nus,nus
nope,noʊp,nop
nor,nɔr,ncr
norm,nɔrm,ncrm
normal,nɔrməl,ncrmel
normally,nɔrməli,ncrmeli
norman,nɔrmən,ncrmen
north,nɔrθ,ncrT
nose,noʊz,noz
nosebleed,noʊzblid,nozblid
noses,noʊzɪz,noz1z
nosiness,noʊzinəs,nozines
nostril,nɑstrəl,nastrel
nosy,noʊzi,nozi
not,nɑt,nat
notch,nɑtʃ,naC
note,noʊt,not
notebook,noʊtbʊk,notbUk
noted,noʊtəd,noted
noted,noʊtɪd,not1d
notes,noʊts,nots
nothing,nʌθɪŋ,n^T1N
notice,noʊtɪs,not1s
noticeable,noʊtɪsəbəl,not1sebel
noticed,noʊtɪst,not1st
notion,noʊʃən,noSen
noun,naʊn,nOn
nova,noʊvə,nove
novel,nɑvəl,navel
november,noʊvɛmbɚr,novEmb3r
now,naʊ,nO
nowhere,noʊwɛr,nowEr
nozzle,nɑzəl,nazel
nuclear,njukliɚr,njukli3r
nude,nud,nud
nudge,nʌdʒ,n^G
nugget,nʌgɪt,n^g1t
nuisance,njusəns,njusens
null,nʌl,n^l
numb,nʌm,n^m
number,nʌmbɚr,n^mb3r
numbers,nʌmbɚrz,n^mb3rz
numeral,numɚrəl,num3rel
nun,nʌn,n^n
nurse,nɚrs,n3rs
nursery,nɚrsɚri,n3rs3ri
nursery,nɚrsri,n3rsri
nursing,nɚrsɪŋ,n3rs1N
nut,nʌt,n^t
nutcracker,nʌtkrækɚr,n^tkr@k3r
nuts,nʌts,n^ts
nutshell,nʌtʃɛl,n^tSel
nutty,nʌti,n^ti
nymph,nɪmf,n1mf
oak,oʊk,ok
oar,ɔr,cr
oat,oʊt,ot
oath,oʊθ,oT
oatmeal,oʊtmil,otmil
oats,oʊts,ots
obelisk,ɑbəlɪsk,abel1sk
obey,oʊbeɪ,ob8
obfuscate,ɑbfəskeɪt,abfesk8t
object,ɑbdʒɛkt,abGEkt
objection,əbdʒɛkʃən,ebGEkSen
obliged,əblaɪdʒd,ebl5Gd
oblique,oʊblik,oblik
obnoxious,ɑbnɑkʃəs,abnakSes
obsess,əbsɛs,ebsEs
obsession,əbsɛʃən,ebsESen
obstacle,ɑbstəkəl,abstekel
obtuse,əbtus,ebtus
obvious,ɑbviəs,abvies
obviously,ɑbviəsli,abviesli
occasion,əkeɪʒən,ek8Zen
occupied,ɑkjupaɪd,akjup5d
occur,əkɚr,ek3r
occurred,əkɚrd,ek3rd
ocean,oʊʃən,oSen
octagon,ɑktəgɑn,aktegan
octopus,ɑktəpʊs,aktepUs
odd,ɑd,ad
odds,ɑdz,adz
odor,oʊdɚr,od3r
odyssey,ɑdəsi,adesi
of,ʌv,^v
off,ɔf,cf
offence,əfɛns,efEns
offend,əfɛnd,efEnd
offense,əfɛns,efEns
offense,ɔfɛns,cfEns
offense,ɑfɛns,afEns
offensive,əfɛnsɪv,efEns1v
offer,ɑfɚr,af3r
offered,ɔfɚrd,cf3rd
offering,ɔfɚrɪŋ,cf3r1N
offering,ɔfrɪŋ,cfr1N
office,ɔfəs,cfes
officer,ɔfəsɚr,cfes3r
officer,ɔfɪsɚr,cf1s3r
officers,ɔfəsɚrz,cfes3rz
officers,ɔfɪsɚrz,cf1s3rz
offices,ɔfɪsɪz,cf1s1z
offices,ɔfəsəz,cfesez
official,əfɪʃəl,ef1Sel
officially,əfɪʃəli,ef1Seli
oft,ɔft,cft
often,ɔftən,cften
ogre,oʊgɚr,og3r
oh,oʊ,o
oil,ɔɪl,2l
oily,ɔɪli,2li
oink,ɔɪŋk,2Nk
ointment,ɔɪntmənt,2ntment
okay,oʊkeɪ,ok8
old,oʊld,old
older,oʊldɚr,old3r
oldest,oʊldəst,oldest
oldie,oʊldi,oldi
ole,oʊl,ol
olive,ɑləv,alev
olive,ɑlɪv,al1v
oliver,ɑləvɚr,alev3r
oliver,ɑlɪvɚr,al1v3r
olivia,oʊlɪviə,ol1vie
olympics,oʊlɪmpɪks,ol1mp1ks
omelet,ɑmlət,amlet
omelette,ɑmlət,amlet
on,ɑn,an
onboard,ɑnbɔrd,anbcrd
once,wʌns,w^ns
one,wʌn,w^n
ones,wʌnz,w^nz
onion,ʌnjən,^njen
onions,ʌnjənz,^njenz
only,oʊnli,onli
onslaught,ɔnslɔt,cnslct
onstage,ɑnsteɪdʒ,anst8G
onto,ɑntu,antu
onto,ɔntu,cntu
oodles,udəlz,udelz
ooh,u,u
oops,ups,ups
ooze,uz,uz
opaque,oʊpeɪk,op8k
open,ɑpən,apen
opened,oʊpənd,opend
opener,oʊpənɚr,open3r
opening,oʊpənɪŋ,open1N
opens,oʊpənz,openz
opera,ɑpɚrə,ap3re
operate,ɑpəreɪt,aper8t
operation,ɑpəreɪʃən,aper8Sen
operator,ɑpəreɪtər,aper8ter
ophthalmology,ɑfθəlmɔlədʒi,afTelmcleGi
opinion,əpɪnjən,ep1njen
opinions,əpɪnjənz,ep1njenz
opossum,oʊpɑsəm,opasem
opponent,əpoʊnənt,eponent
opportunities,ɑpɚrtunətiz,ap3rtunetiz
opportunity,ɑpərtunəti,apertuneti
opposite,ɑpəzɪt,apez1t
optic,ɑptɪk,apt1k
optimism,ɑptɪmɪzm,apt1m1zm
option,ɑpʃən,apSen
or,ɔr,cr
oral,ɔrəl,crel
orange,ɔrɪndʒ,cr1nG
orange,ɔrəndʒ,crenG
orangutan,ɔræŋətæn,cr@Net@n
orb,ɔrb,crb
orbit,ɔrbɪt,crb1t
orchard,ɔrtʃərd,crCerd
orchestra,ɔrkəstrə,crkestre
orchid,ɔrkəd,crked
order,ɔrdər,crder
ordered,ɔrdərd,crderd
orders,ɔrdərz,crderz
ordinary,ɔrdənɛri,crdenEri
ore,ɔr,cr
organ,ɔrgən,crgen
organic,ɔrgænɪk,crg@n1k
organist,ɔrgənɪst,crgen1st
organize,ɔrgənaɪz,crgen5z
organs,ɔrgənz,crgenz
orgasm,ɔrgæzm,crg@zm
origami,ɔrɪgɑmi,cr1gami
original,ɚrɪdʒənəl,3r1Genel
originally,ɚrɪdʒənəli,3r1Geneli
ornament,ɔrnəmənt,crnement
orphan,ɔrfən,crfen
orphanage,ɔrfənɪdʒ,crfen1G
orphaned,ɔrfənd,crfend
oscar,ɔskər,csker
osprey,ɔspri,cspri
ostrich,ɑstrɪtʃ,astr1C
other,ʌðər,^Der
others,ʌðərz,^Derz
otherwise,ʌðərwaɪz,^Derw5z
otter,ɑtər,ater
ouch,aʊtʃ,OC
ought,ɔt,ct
oui,wi,wi
ounce,aʊns,Ons
our,aʊɚr,O3r
our,ɑr,ar
ours,aʊɚrz,O3rz
ours,ɑrz,arz
ours,aʊrz,Orz
ourselves,aʊɚrsɛlvz,O3rsElvz
ourselves,ɑrsɛlvz,arsElvz
oust,aʊst,Ost
out,aʊt,Ot
outdoor,aʊtdɔr,Otdcr
outdoors,aʊtdɔrz,Otdcrz
outer,aʊtɚr,Ot3r
outfield,aʊtfild,Otfild
outfit,aʊtfɪt,Otf1t
outgrow,aʊtgroʊ,Otgro
outhouse,aʊthaʊs,OthOs
outing,aʊtɪŋ,Ot1N
outlaw,aʊtlɔ,Otlc
outlet,aʊtlɛt,OtlEt
output,aʊtpʊt,OtpUt
outrageous,aʊtreɪdʒəs,Otr8Ges
outside,aʊtsaɪd,Ots5d
outstanding,aʊtstændɪŋ,Otst@nd1N
outta,aʊtə,Ote
oval,oʊvəl,ovel
oven,ʌvən,^ven
over,oʊvɚr,ov3r
overboard,oʊvɚrbɔrd,ov3rbcrd
overcome,oʊvɚrkʌm,ov3rk^m
overflow,oʊvɚrfloʊ,ov3rflo
overnight,oʊvɚrnaɪt,ov3rn5t
override,oʊvɚrraɪd,ov3rr5d
overtime,oʊvɚrtaɪm,ov3rt5m
overture,oʊvɚrtʃɚr,ov3rC3r
overwhelming,oʊvɚrwɛlmɪŋ,ov3rwElm1N
ow,aʊ,O
owe,oʊ,o
owl,aʊl,Ol
own,oʊn,on
owner,oʊnɚr,on3r
owners,oʊnɚrz,on3rz
owns,oʊnz,onz
ox,ɑks,aks
oyster,ɔɪstɚr,2st3r
oz,ɑz,az
pa,pɑ,pa
pace,peɪs,p8s
pacey,peɪsi,p8si
pacifier,pæsəfaɪɚr,p@sef53r
pack,pæk,p@k
package,pækədʒ,p@keG
package,pækɪdʒ,p@k1G
packed,pækt,p@kt
pact,pækt,p@kt
pad,pæd,p@d
padded,pædəd,p@ded
padded,pædɪd,p@d1d
paddle,pædəl,p@del
page,peɪdʒ,p8G
pageant,pædʒənt,p@Gent
pagoda,pəgoʊdə,pegode
paid,peɪd,p8d
pail,peɪl,p8l
pain,peɪn,p8n
painful,peɪnfəl,p8nfel
pains,peɪnz,p8nz
paint,peɪnt,p8nt
paintbrush,peɪntbrʌʃ,p8ntbr^S
painter,peɪntɚr,p8nt3r
painting,peɪntɪŋ,p8nt1N
pair,pɛr,pEr
pajama,pədʒæmə,peG@me
pajama,pədʒɑmə,peGame
pajamas,pədʒɑməz,peGamez
pajamas,pədʒæməz,peG@mez
pal,pæl,p@l
palace,pæləs,p@les
pale,peɪl,p8l
palindrome,pælɪndroʊm,p@l1ndrom
pall,pɔl,pcl
palm,pɑm,pam
palm,pɑlm,palm
pals,pælz,p@lz
pan,pæn,p@n
panacea,pænəsiə,p@nesie
panache,pənæʃ,pen@S
pancake,pænkeɪk,p@nk8k
panda,pændə,p@nde
pandemonium,pændɪmoʊniəm,p@nd1moniem
pane,peɪn,p8n
pang,pæŋ,p@N
panic,pænɪk,p@n1k
panicked,pænɪkt,p@n1kt
pansy,pænzi,p@nzi
pant,pænt,p@nt
panther,pænθɚr,p@nT3r
panties,pæntiz,p@ntiz
pantry,pæntri,p@ntri
pants,pænts,p@nts
panty,pænti,p@nti
pantyhose,pæntihoʊz,p@ntihoz
pap,pæp,p@p
papa,pɑpə,pape
paper,peɪpɚr,p8p3r
paperback,peɪpɚrbæk,p8p3rb@k
paperboy,peɪpɚrbɔɪ,p8p3rb2
paperclip,peɪpɚrklɪp,p8p3rkl1p
papers,peɪpɚrz,p8p3rz
paperweight,peɪpɚrweɪt,p8p3rw8t
paperwork,peɪpɚrwɚrk,p8p3rw3rk
par,pɑr,par
parachute,pɛrəʃut,pEreSut
parade,pɚreɪd,p3r8d
paradigm,pɛrədaɪm,pEred5m
paragraph,pærəgræf,p@regr@f
paragraph,pɛrəgræf,pEregr@f
parakeet,pɛrəkit,pErekit
paramedics,pɛrəmɛdɪks,pEremEd1ks
paraphernalia,pɛrəfɚrneɪliə,pEref3rn8lie
parcel,pɑrsəl,parsel
pardon,pɑrdən,parden
pare,pɛr,pEr
parent,pɛrənt,pErent
parents,pɛrənts,pErents
paris,pɛrɪs,pEr1s
paris,pærɪs,p@r1s
park,pɑrk,park
parker,pɑrkɚr,park3r
parking,pɑrkɪŋ,park1N
parliament,pɑrləmənt,parlement
parlor,pɑrlɚr,parl3r
parmesan,pɑrməzɑn,parmezan
parochial,pəroʊkiəl,perokiel
parquet,pɑrkeɪ,park8
parrot,pɛrət,pEret
part,pɑrt,part
partial,pɑrʃəl,parSel
participate,pɑrtɪsəpeɪt,part1sep8t
participation,pɑrtɪsəpeɪʃən,part1sep8Sen
particular,pərtɪkjəlɚr,pert1kjel3r
particular,pɑrtɪkjəlɚr,part1kjel3r
particularly,pɑrtɪkjəlɚrli,part1kjel3rli
particularly,pərtɪkjəlɚrli,pert1kjel3rli
parties,pɑrtiz,partiz
partner,pɑrtnɚr,partn3r
partners,pɑrtnɚrz,partn3rz
partnership,pɑrtnɚrʃɪp,partn3rS1p
partridge,pɑrtrɪdʒ,partr1G
partridge,pɑrtrədʒ,partreG
parts,pɑrts,parts
party,pɑrti,parti
pass,pæs,p@s
passage,pæsədʒ,p@seG
passage,pæsɪdʒ,p@s1G
passed,pæst,p@st
passenger,pæsəndʒɚr,p@senG3r
passing,pæsɪŋ,p@s1N
passion,pæʃən,p@Sen
passionate,pæʃənət,p@Senet
past,pæst,p@st
pasta,pɑstə,paste
paste,peɪst,p8st
pasteurize,pæstʃɚraɪz,p@sC3r5z
pastor,pæstɚr,p@st3r
pastrami,pəstrɑmi,pestrami
pastry,peɪstri,p8stri
pasture,pæstʃɚr,p@sC3r
pat,pæt,p@t
patch,pætʃ,p@C
pate,peɪt,p8t
path,pæθ,p@T
pathetic,pəθɛtɪk,peTEt1k
pathway,pæθweɪ,p@Tw8
patience,peɪʃəns,p8Sens
patient,peɪʃənt,p8Sent
patients,peɪʃənts,p8Sents
patients,peɪʃənz,p8Senz
patio,pætioʊ,p@tio
patrick,pætrɪk,p@tr1k
patrol,pətroʊl,petrol
patron,peɪtrən,p8tren
pattern,pætɚrn,p@t3rn
patterns,pætɚrnz,p@t3rnz
paul,pɔl,pcl
paunch,pɔntʃ,pcnC
pause,pɔz,pcz
pave,peɪv,p8v
pavement,peɪvmənt,p8vment
paw,pɔ,pc
pawn,pɔn,pcn
pawpaw,pɔpɔ,pcpc
pay,peɪ,p8
payback,peɪbæk,p8b@k
paying,peɪɪŋ,p81N
payroll,peɪroʊl,p8rol
pays,peɪz,p8z
pea,pi,pi
peace,pis,pis
peaceful,pisfəl,pisfel
peach,pitʃ,piC
peacock,pikɑk,pikak
peak,pik,pik
peal,pil,pil
peanut,pinʌt,pin^t
peanut,pinət,pinet
peanuts,pinʌts,pin^ts
peanuts,pinəts,pinets
pear,pɛr,pEr
pearl,pɚrl,p3rl
pearls,pɚrlz,p3rlz
peas,piz,piz
peasant,pɛzənt,pEzent
peat,pit,pit
pebble,pɛbəl,pEbel
pecan,pəkɑn,pekan
pecan,pikɑn,pikan
pecan,pɪkæn,p1k@n
peck,pɛk,pEk
pedagogue,pɛdəgɑg,pEdegag
pedal,pɛdəl,pEdel
pedaled,pɛdəld,pEdeld
pedaler,pɛdəlɚr,pEdel3r
pedals,pɛdəlz,pEdelz
peddle,pɛdəl,pEdel
pedestal,pɛdəstəl,pEdestel
pee,pi,pi
peek,pik,pik
peekaboo,pikəbu,pikebu
peel,pil,pil
peelings,pilɪŋz,pil1Nz
peep,pip,pip
peer,pɪr,p1r
peg,pɛg,pEg
peggy,pɛgi,pEgi
pejorative,pədʒɔrətɪv,peGcret1v
pelican,pɛlɪkən,pEl1ken
pelt,pɛlt,pElt
pen,pɛn,pEn
pencil,pɛnsəl,pEnsel
pendant,pɛndənt,pEndent
pendulum,pɛndʒələm,pEnGelem
penguin,pɛŋgwən,pENgwen
peninsula,pənɪnsələ,pen1nsele
pennsylvania,pɛnsəlveɪniə,pEnselv8nie
penny,pɛni,pEni
pension,pɛnʃən,pEnSen
pensive,pɛnsɪv,pEns1v
pentagon,pɛntəgɑn,pEntegan
people,pipəl,pipel
pep,pɛp,pEp
pepper,pɛpɚr,pEp3r
peppermint,pɛpɚrmɪnt,pEp3rm1nt
pepperoni,pɛpɚroʊni,pEp3roni
per,pɚr,p3r
percent,pɚrsɛnt,p3rsEnt
perception,pɚrsɛpʃən,p3rsEpSen
perch,pɚrtʃ,p3rC
perfect,pɚrfɪkt,p3rf1kt
perfect,pɚrfɛkt,p3rfEkt
perfection,pɚrfɛkʃən,p3rfEkSen
perfectly,pɚrfəktli,p3rfektli
perform,pɚrfɔrm,p3rfcrm
performance,pɚrfɔrməns,p3rfcrmens
performer,pɚrfɔrmɚr,p3rfcrm3r
performing,pɚrfɔrmɪŋ,p3rfcrm1N
perfume,pɚrfjum,p3rfjum
perhaps,pɚrhæps,p3rh@ps
period,pɪriəd,p1ried
perk,pɚrk,p3rk
permanent,pɚrmənənt,p3rmenent
permanently,pɚrmənəntli,p3rmenentli
permission,pɚrmɪʃən,p3rm1Sen
persevere,pɚrsəvɪr,p3rsev1r
persimmon,pɚrsɪmən,p3rs1men
person,pɚrsən,p3rsen
personal,pɚrsənəl,p3rsenel
personality,pɚrsənælɪti,p3rsen@l1ti
personally,pɚrsənəli,p3rseneli
personnel,pɚrsənɛl,p3rsenEl
persuade,pɚrsweɪd,p3rsw8d
pert,pɚrt,p3rt
pest,pɛst,pEst
pester,pɛstɚr,pEst3r
pet,pɛt,pEt
petal,pɛtəl,pEtel
pete,pit,pit
peter,pitɚr,pit3r
pets,pɛts,pEts
pew,pju,pju
phage,feɪdʒ,f8G
phalanx,feɪlæŋks,f8l@Nks
phantom,fæntəm,f@ntem
pharaoh,fɛroʊ,fEro
phase,feɪz,f8z
pheasant,fɛzənt,fEzent
phenomenon,fənɑmənɑn,fenamenan
phil,fɪl,f1l
phoebe,fibi,fibi
phone,foʊn,fon
phoned,foʊnd,fond
phony,foʊni,foni
phooey,fui,fui
photo,foʊtoʊ,foto
photograph,foʊtəgræf,fotegr@f
photographer,fətɑgrəfɚr,fetagref3r
photography,fətɑgrəfi,fetagrefi
photos,foʊtoʊz,fotoz
phrase,freɪz,fr8z
phyllis,fɪlɪs,f1l1s
physical,fɪzɪkəl,f1z1kel
physician,fɪzɪʃən,f1z1Sen
physician,fəzɪʃən,fez1Sen
physique,fəzik,fezik
pi,paɪ,p5
pianist,piənɪst,pien1st
piano,piænoʊ,pi@no
piccolo,pɪkəloʊ,p1kelo
pick,pɪk,p1k
picked,pɪkt,p1kt
picking,pɪkɪŋ,p1k1N
pickle,pɪkəl,p1kel
pickup,pɪkʌp,p1k^p
picky,pɪki,p1ki
picnic,pɪknɪk,p1kn1k
picture,pɪktʃɚr,p1kC3r
pictures,pɪktʃɚrz,p1kC3rz
pie,paɪ,p5
piece,pis,pis
pieces,pisɪz,pis1z
pieces,pisəz,pisez
pier,pɪr,p1r
pierce,pɪrs,p1rs
piers,pɪrz,p1rz
pig,pɪg,p1g
pigeon,pɪdʒən,p1Gen
piggy,pɪgi,p1gi
piggyback,pɪgibæk,p1gib@k
piggybank,pɪgibæŋk,p1gib@Nk
piglet,pɪglɪt,p1gl1t
pigtailed,pɪgteɪld,p1gt8ld
pike,paɪk,p5k
pile,paɪl,p5l
pilgrim,pɪlgrəm,p1lgrem
pilgrim,pɪlgrɪm,p1lgr1m
pill,pɪl,p1l
pillar,pɪlɚr,p1l3r
pillow,pɪloʊ,p1lo
pills,pɪlz,p1lz
pilot,paɪlət,p5let
pimento,pɪmɛntoʊ,p1mEnto
pimp,pɪmp,p1mp
pimple,pɪmpəl,p1mpel
pin,pɪn,p1n
pinball,pɪnbɔl,p1nbcl
pinch,pɪntʃ,p1nC
pine,paɪn,p5n
pineapple,paɪnæpəl,p5n@pel
pinecone,paɪnkoʊn,p5nkon
pink,pɪŋk,p1Nk
pinkie,pɪŋki,p1Nki
pinky,pɪŋki,p1Nki
pinnacle,pɪnəkəl,p1nekel
pint,paɪnt,p5nt
pinwheel,pɪnwil,p1nwil
pioneer,paɪənɪr,p5en1r
pioneers,paɪənɪrz,p5en1rz
pip,pɪp,p1p
pipe,paɪp,p5p
piper,paɪpɚr,p5p3r
pipette,paɪpɛt,p5pEt
pipsqueak,pɪpskwik,p1pskwik
pirate,paɪrət,p5ret
pirouette,pɪruɛt,p1ruEt
piss,pɪs,p1s
pissed,pɪst,p1st
pissing,pɪsɪŋ,p1s1N
pistol,pɪstəl,p1stel
piston,pɪstən,p1sten
pit,pɪt,p1t
pitch,pɪtʃ,p1C
pitcher,pɪtʃɚr,p1C3r
pitchfork,pɪtʃfɔrk,p1Cfcrk
pith,pɪθ,p1T
pity,pɪti,p1ti
pixie,pɪksi,p1ksi
pizza,pitsə,pitse
place,pleɪs,pl8s
placebo,pləsiboʊ,plesibo
placement,pleɪsmənt,pl8sment
places,pleɪsɪz,pl8s1z
places,pleɪsəz,pl8sez
plagued,pleɪgd,pl8gd
plagues,pleɪgz,pl8gz
plaid,plæd,pl@d
plain,pleɪn,pl8n
plan,plæn,pl@n
plane,pleɪn,pl8n
planes,pleɪnz,pl8nz
planet,plænət,pl@net
plank,plæŋk,pl@Nk
plankton,plæŋktən,pl@Nkten
planned,plænd,pl@nd
planning,plænɪŋ,pl@n1N
plans,plænz,pl@nz
plant,plænt,pl@nt
plantain,plænteɪn,pl@nt8n
planter,plæntɚr,pl@nt3r
plaque,plæk,pl@k
plasma,plæzmə,pl@zme
plastic,plæstɪk,pl@st1k
plate,pleɪt,pl8t
plateau,plətoʊ,pleto
platform,plætfɔrm,pl@tfcrm
platypus,plætəpʊs,pl@tepUs
play,pleɪ,pl8
playable,pleɪəbəl,pl8ebel
played,pleɪd,pl8d
player,pleɪɚr,pl83r
players,pleɪɚrz,pl83rz
playful,pleɪfəl,pl8fel
playground,pleɪgraʊnd,pl8grOnd
playhouse,pleɪhaʊs,pl8hOs
playing,pleɪɪŋ,pl81N
playmate,pleɪmeɪt,pl8m8t
playpen,pleɪpɛn,pl8pEn
playroom,pleɪrum,pl8rum
plays,pleɪz,pl8z
playtime,pleɪtaɪm,pl8t5m
plaza,plɑzə,plaze
plea,pli,pli
plead,plid,plid
plead,plɛd,plEd
pleasant,plɛzənt,plEzent
please,pliz,pliz
pleased,plizd,plizd
pleasing,plizɪŋ,pliz1N
pleasure,plɛʒɚr,plEZ3r
pleat,plit,plit
pledge,plɛdʒ,plEG
pledges,plɛdʒɪz,plEG1z
plenty,plɛnti,plEnti
pliers,plaɪɚrz,pl53rz
plight,plaɪt,pl5t
plod,plɑd,plad
plop,plɑp,plap
plot,plɑt,plat
plough,plaʊ,plO
plow,plaʊ,plO
pluck,plʌk,pl^k
plug,plʌg,pl^g
plum,plʌm,pl^m
plumb,plʌm,pl^m
plumbing,plʌmɪŋ,pl^m1N
plume,plum,plum
plump,plʌmp,pl^mp
plunge,plʌndʒ,pl^nG
plural,plɚrəl,pl3rel
plus,plʌs,pl^s
plush,plʌʃ,pl^S
pneumatic,njumætɪk,njum@t1k
pneumonia,numoʊniə,numonie
poach,poʊtʃ,poC
pocket,pɑkɪt,pak1t
pocketbook,pɑkɪtbʊk,pak1tbUk
pocketful,pɑkɪtfʊl,pak1tfUl
pod,pɑd,pad
podium,poʊdiəm,podiem
poem,poʊəm,poem
poem,poʊm,pom
poems,poʊəmz,poemz
poems,poʊmz,pomz
pogo,poʊgoʊ,pogo
